,Zone,Exact position,Action 1,Outcome 1,Action 2,Outcome 2,Reward,d_predicted,d_test,Exploration rate
0,3,2.335321852875214,3,-1.0,0,2.335321852875214,0.0,0.0,0.001,1.0
1,5,5.216201305601545,4,-1.0,3,5.216201305601545,0.0,0.9888620376586914,4.777306005621965,0.99
2,5,4.84487610484348,2,-1.0,1,-1.0,0.0,0.24584411084651947,2.321480475975375,0.98
3,5,4.073721180456574,4,-1.0,2,-1.0,0.0,0.38347959518432617,8.112285404332747,0.97
4,7,7.394550119094676,0,7.0,3,-1.0,0.0,-0.025574292987585068,10.732604599009221,0.96
5,3,2.215039229528188,1,-1.0,2,2.215039229528188,9.554333189459468e-41,0.6891855001449585,2.145538325536202,0.95
6,1,1.3884384295268521,1,1.3884384295268521,3,-1.0,0.0,-0.21056893467903137,1.960032578604111,0.94
7,3,2.327988805790758,0,3.0,2,2.327988805790758,0.0,-0.1420852541923523,2.5749785038868924,0.9299999999999999
8,1,1.2857585566793446,1,1.2857585566793446,2,-1.0,0.0,-0.11591561883687973,2.505488140335226,0.9199999999999999
9,1,1.4676224839662484,1,1.4676224839662484,4,-1.0,0.0,-0.1723736971616745,1.9662658629917675,0.9099999999999999
10,3,2.220891542301463,1,-1.0,1,-1.0,0.0,0.16284573078155518,2.3658947584890786,0.8999999999999999
11,1,1.2024239420549636,4,-1.0,4,-1.0,0.0,0.1998058706521988,1.0115510911956855,0.8899999999999999
12,3,3.5871008998176293,2,3.5871008998176293,1,-1.0,0.0,0.15794993937015533,5.447921461911569,0.8799999999999999
13,1,1.1620719444637984,0,1.0,4,-1.0,0.0,0.027146242558956146,0.8632394017078735,0.8699999999999999
14,3,2.66630863802612,4,-1.0,0,3.0,0.0,0.5052548050880432,4.96667763624897,0.8599999999999999
15,3,2.6025509932010387,3,-1.0,1,-1.0,0.0,0.7094635963439941,2.673085836964084,0.8499999999999999
16,1,0.8590505287896648,2,-1.0,4,-1.0,0.0,0.10474418103694916,0.5748121590841733,0.8399999999999999
17,1,1.6620546406804493,3,-1.0,4,-1.0,0.0,0.21905755996704102,0.9110704453727048,0.8299999999999998
18,1,1.890751897198356,1,1.890751897198356,4,-1.0,0.0,0.022878747433423996,1.2531313487135616,0.8199999999999998
19,5,5.351350981601739,3,5.351350981601739,3,5.351350981601739,0.0,0.46521449089050293,1.8636012683412277,0.8099999999999998
20,1,0.8855336187937348,0,1.0,2,-1.0,2.4919983591069273e-32,0.14459379017353058,0.3643981160216506,0.7999999999999998
21,1,1.5825278250631922,0,1.0,0,1.0,0.0,0.11162334680557251,1.2627303914723267,0.7899999999999998
22,3,2.1996862057981907,2,2.1996862057981907,4,-1.0,0.0,0.016414374113082886,1.4504896967489562,0.7799999999999998
23,1,1.3185224556700783,0,1.0,1,1.3185224556700783,0.0,-0.019102662801742554,2.38923994109143,0.7699999999999998
24,3,2.1322652784828136,0,3.0,2,2.1322652784828136,0.0,0.08960297703742981,3.116277726082473,0.7599999999999998
25,1,1.398165299862996,0,1.0,3,-1.0,0.0,0.24357739090919495,2.8175559132456183,0.7499999999999998
26,7,7.174402842175284,4,7.174402842175284,1,-1.0,0.0,0.6286179423332214,12.457175394542357,0.7399999999999998
27,7,7.070483418724345,1,-1.0,0,7.0,0.0,2.0987517833709717,13.318715218568896,0.7299999999999998
28,1,0.9690905269710854,4,-1.0,2,-1.0,0.0,0.9763266444206238,0.3716849695072647,0.7199999999999998
29,3,2.59467870747125,0,3.0,1,-1.0,0.0,0.3945559859275818,5.017384315874797,0.7099999999999997
30,5,5.225135883903821,0,5.0,1,-1.0,5.3785870800363735e-39,0.6851810812950134,2.0378411310480735,0.6999999999999997
31,1,0.9666119356079758,0,1.0,0,1.0,0.0,0.1669350564479828,0.8265405714737001,0.6899999999999997
32,1,0.8418848827674471,4,-1.0,0,1.0,3.6289514615532755e-16,0.9596958756446838,1.659278029085813,0.6799999999999997
33,7,7.014508087797998,0,7.0,0,7.0,0.0,2.6493616104125977,12.257614322079286,0.6699999999999997
34,1,1.0920262250722947,2,-1.0,2,-1.0,1.6791302674704913e-38,0.45345181226730347,1.3316034637152434,0.6599999999999997
35,5,4.57464169524317,1,-1.0,2,-1.0,0.0,0.3684890866279602,5.974864605134537,0.6499999999999997
36,5,5.534197060558751,3,5.534197060558751,1,-1.0,0.0,0.8379665613174438,9.696045315528675,0.6399999999999997
37,3,2.0764792570075152,3,-1.0,2,2.0764792570075152,1.3618637738788825e-13,1.0607924461364746,1.7244971339676682,0.6299999999999997
38,3,3.2023755727851055,3,-1.0,0,3.0,0.8460547924041748,0.9620069861412048,0.934975751381811,0.6199999999999997
39,1,1.2429740453684062,4,-1.0,1,1.2429740453684062,0.03189511224627495,1.1532559394836426,1.019452875246029,0.6099999999999997
40,1,0.9530859299280546,3,-1.0,2,-1.0,4.147845122925986e-10,0.7859526872634888,1.170719372301022,0.5999999999999996
41,5,4.547557218031712,2,-1.0,0,5.0,1.941268225000032e-15,1.5097590684890747,2.5656740788508774,0.5899999999999996
42,1,1.0824629092954776,3,-1.0,4,-1.0,0.015704438090324402,0.6294393539428711,0.7354249435931203,0.5799999999999996
43,3,2.8213834303815424,3,-1.0,0,3.0,2.1642406638458236e-27,1.0598680973052979,2.376735524543547,0.5699999999999996
44,1,1.5896173933658544,3,-1.0,0,1.0,1.3262450825939828e-24,0.9902899265289307,2.08178640320233,0.5599999999999996
45,1,1.1079383810901005,3,-1.0,4,-1.0,0.14945858716964722,0.6552876830101013,0.7260699353950261,0.5499999999999996
46,1,1.25690073998059,3,-1.0,1,1.25690073998059,1.1246630917630764e-18,0.9764422178268433,1.7902656836198994,0.5399999999999996
47,1,1.603451494176945,3,-1.0,0,1.0,0.640217125415802,1.1321310997009277,1.1882399297185209,0.5299999999999996
48,3,2.916205155380705,3,-1.0,0,3.0,1.2699936588478344e-11,1.2150706052780151,1.8814535616927957,0.5199999999999996
49,3,2.413892876497725,3,-1.0,0,3.0,1.445238213340225e-31,1.2270309925079346,3.0362171350610745,0.5099999999999996
50,1,1.0450304376645478,1,1.0450304376645478,3,-1.0,0.939441978931427,0.4314967393875122,0.439259909847983,0.49999999999999956
51,7,7.708612885287036,3,-1.0,0,7.0,6.526109536895176e-33,2.3764548301696777,6.073635853857697,0.48999999999999955
52,1,0.8389457626285426,1,0.8389457626285426,0,1.0,4.4309057441950716e-42,0.3420451581478119,1.10337095454599,0.47999999999999954
53,7,6.310034565862116,1,-1.0,0,7.0,1.1380308104932605e-22,3.08903169631958,6.210744015235078,0.46999999999999953
54,3,2.7545743039396737,3,-1.0,1,-1.0,3.256346743901045e-13,1.1948869228363037,0.8663852054570843,0.4599999999999995
55,1,0.815679713498859,0,1.0,2,-1.0,6.408808861477541e-23,0.4663393497467041,0.30976146864133386,0.4499999999999995
56,1,1.0619648855512058,1,1.0619648855512058,2,-1.0,0.0,0.43482139706611633,2.098958863055254,0.4399999999999995
57,7,7.223677000642641,3,-1.0,3,-1.0,0.0,0.8430801033973694,3.6017313556351915,0.4299999999999995
58,5,4.2649258026265064,3,4.2649258026265064,2,-1.0,1.919549785297228e-25,0.7347705364227295,1.5748823306017488,0.4199999999999995
59,3,3.650396787815884,4,-1.0,0,3.0,0.0,2.0451767444610596,0.9326067313746375,0.4099999999999995
60,3,2.968443831999089,3,-1.0,3,-1.0,8.683714859648254e-15,0.8993608355522156,1.5048321368339679,0.39999999999999947
61,1,1.990954203411049,3,-1.0,3,-1.0,2.1479630163412367e-07,0.9094759821891785,1.2580418558763569,0.38999999999999946
62,1,1.583814359673255,1,1.583814359673255,3,-1.0,0.00011720643669832498,0.5409195423126221,0.44603131318890094,0.37999999999999945
63,1,0.8552391012223478,2,-1.0,3,-1.0,0.8471792936325073,0.6416378021240234,0.660662283376189,0.36999999999999944
64,5,5.998484733645698,2,-1.0,3,5.998484733645698,1.3931569355918327e-06,3.4625580310821533,2.7488189275627533,0.35999999999999943
65,7,7.280534925108859,2,-1.0,3,-1.0,0.0,0.664177417755127,6.462852327841601,0.3499999999999994
66,1,1.3760216676898112,2,-1.0,3,-1.0,1.6871029216291567e-25,0.6787976026535034,1.4567996403180605,0.3399999999999994
67,3,2.7414833514099106,0,3.0,3,-1.0,6.652141019003466e-05,0.7967901229858398,1.020602242229888,0.3299999999999994
68,1,1.0403600855783905,4,-1.0,3,-1.0,3.8071448216214776e-08,1.3103033304214478,1.0139584644138462,0.3199999999999994
69,1,1.3437211347382059,2,-1.0,3,-1.0,1.1946914186548319e-28,0.7153179049491882,1.6519488196322933,0.3099999999999994
70,1,1.331852445403762,1,1.331852445403762,3,-1.0,0.015961021184921265,0.6141179800033569,0.7172879220059206,0.2999999999999994
71,1,1.1114619005915125,1,1.1114619005915125,3,-1.0,6.47545205168816e-39,0.6461541056632996,1.9177792436759058,0.28999999999999937
72,3,3.242980594710089,2,3.242980594710089,3,-1.0,5.901963132993072e-35,0.8174600601196289,2.1960251324661213,0.27999999999999936
73,1,1.6800219730618833,0,1.0,3,-1.0,1.26485288714194e-13,0.7015772461891174,0.5064266080989495,0.26999999999999935
74,1,1.4505011487426653,1,1.4505011487426653,1,1.4505011487426653,4.6375717488444934e-08,0.512355387210846,0.7222097332184707,0.25999999999999934
75,1,1.0977264598955756,3,-1.0,1,1.0977264598955756,0.0,1.5372387170791626,0.8650496550799497,0.24999999999999933
76,5,5.879670404919874,2,-1.0,3,5.879670404919874,2.866195645572818e-16,3.5524346828460693,6.1568950116392935,0.23999999999999932
77,3,2.1034257057538532,1,-1.0,1,-1.0,8.747938902094523e-25,0.7174682021141052,1.5145661854875128,0.22999999999999932
78,1,1.345372453026422,1,1.345372453026422,1,1.345372453026422,0.0,0.47294992208480835,2.5367710442270055,0.2199999999999993
79,1,1.4174557275087283,3,-1.0,2,-1.0,0.12983006238937378,1.3651185035705566,1.5185410380428679,0.2099999999999993
80,1,0.8624923975531756,3,-1.0,2,-1.0,0.0,1.3703120946884155,0.7288585258067245,0.1999999999999993
81,3,3.6210548854167284,3,-1.0,2,3.6210548854167284,0.0,2.5752174854278564,1.1961297044038792,0.18999999999999928
82,1,1.1382451205369404,2,-1.0,2,-1.0,8.843391297030934e-11,0.9923261404037476,0.7404250420170302,0.17999999999999927
83,1,0.8166151385286889,3,-1.0,2,-1.0,0.0,1.3840662240982056,0.23092482103485512,0.16999999999999926
84,3,2.31020690687264,2,2.31020690687264,2,2.31020690687264,3.8924094409738835e-29,0.9322212934494019,2.1776231796518157,0.15999999999999925
85,1,1.1914136078502482,3,-1.0,2,-1.0,1.5962964389454153e-14,1.4598294496536255,2.4271855927279433,0.14999999999999925
86,3,3.558193903511514,1,-1.0,2,3.558193903511514,0.007814586162567139,2.5579416751861572,2.2132263431393793,0.13999999999999924
87,3,2.359690880791482,0,3.0,2,2.359690880791482,1.530911239524993e-19,0.8695550560951233,1.6266151989790534,0.12999999999999923
88,3,2.925786378044323,2,2.925786378044323,2,2.925786378044323,0.28520146012306213,1.3027092218399048,1.2071052551456514,0.11999999999999923
89,5,4.654960981514023,2,-1.0,2,-1.0,0.0,1.0615376234054565,4.641593630532141,0.10999999999999924
90,1,0.9634001161422036,2,-1.0,4,-1.0,3.020427902811207e-05,1.0945621728897095,1.418042690089103,0.09999999999999924
91,1,0.8700120308661617,2,-1.0,2,-1.0,0.6840294599533081,1.0759251117706299,1.1249444222136653,0.08999999999999925
92,3,3.1145600728078615,0,3.0,0,3.0,2.976010873145937e-15,1.8207253217697144,1.2922558391487962,0.07999999999999925
93,7,6.217710314912543,2,-1.0,4,6.217710314912543,0.0009791858028620481,4.669426441192627,5.737303996336997,0.06999999999999926
94,7,6.141081245708754,2,-1.0,2,-1.0,1.2750083046495445e-33,1.1193501949310303,2.910394301938975,0.059999999999999255
95,7,6.8622492880130626,2,-1.0,2,-1.0,0.0,1.130950689315796,11.53631884267661,0.04999999999999925
96,1,1.0099808263345385,2,-1.0,2,-1.0,1.4486469801511248e-08,1.1598180532455444,1.6578700766730898,0.03999999999999925
97,1,1.8469082758507778,2,-1.0,2,-1.0,2.2433749488916793e-34,1.1840215921401978,3.1357690005360217,0.02999999999999925
98,1,1.2352154952129564,2,-1.0,2,-1.0,9.433591883772845e-17,1.2063868045806885,2.1147343482790837,0.019999999999999248
99,1,0.9759061605438111,2,-1.0,2,-1.0,9.383316523781104e-08,1.2322789430618286,0.9593865806523693,0.009999999999999247
100,1,1.0467344662960643,2,-1.0,2,-1.0,0.0,1.2523980140686035,0.2844671506884503,-7.528699885739343e-16
101,3,2.79272360898393,2,2.79272360898393,2,2.79272360898393,7.368052548792246e-39,1.387038230895996,4.1107733770138255,-7.528699885739343e-16
102,1,0.8917764093719951,2,-1.0,2,-1.0,3.884832403855398e-05,1.2715022563934326,1.6413734442637322,-7.528699885739343e-16
103,1,1.5330578772144798,2,-1.0,2,-1.0,4.394606548885349e-06,1.2862638235092163,1.7112441717067202,-7.528699885739343e-16
104,3,2.8887141387259274,2,2.8887141387259274,4,-1.0,1.4420716074669762e-16,1.306447148323059,2.2802332988755425,-7.528699885739343e-16
105,1,1.3267142622514716,3,-1.0,4,-1.0,9.315164922243741e-30,1.682538390159607,1.0661623720779347,-7.528699885739343e-16
106,5,5.026506637827806,1,-1.0,4,-1.0,0.0,1.1410084962844849,7.219161996554717,-7.528699885739343e-16
107,5,5.003486948913859,2,-1.0,4,-1.0,4.0219238529870527e-14,1.4148863554000854,2.329841467547029,-7.528699885739343e-16
108,1,1.172076164543406,3,-1.0,4,-1.0,0.0,1.7648125886917114,1.0061401445292601,-7.528699885739343e-16
109,1,0.9273765037671466,1,0.9273765037671466,4,-1.0,0.0,1.2254034280776978,0.34124384180882017,-7.528699885739343e-16
110,7,7.227961784380688,2,-1.0,4,7.227961784380688,1.3392308572207106e-22,5.292520523071289,10.623723679300362,-7.528699885739343e-16
111,1,0.881169848128838,3,-1.0,4,-1.0,5.439148802443552e-15,1.805403470993042,1.2847580962757088,-7.528699885739343e-16
112,3,2.0604732810314275,1,-1.0,4,-1.0,2.0965296746209446e-31,1.2691152095794678,3.128254804041468,-7.528699885739343e-16
113,7,6.866114943427203,2,-1.0,4,6.866114943427203,6.75776306025e-08,5.222304344177246,7.32764831186728,-7.528699885739343e-16
114,1,0.9740047112976536,3,-1.0,4,-1.0,1.4146704231425721e-31,1.862114667892456,1.1667690563030735,-7.528699885739343e-16
115,1,0.8226920785425411,1,0.8226920785425411,4,-1.0,0.0,1.2917956113815308,0.2318224352148436,-7.528699885739343e-16
116,1,0.8158372095082125,2,-1.0,4,-1.0,0.0,1.5650194883346558,0.42502247471956717,-7.528699885739343e-16
117,7,7.211857703241422,3,-1.0,4,7.211857703241422,1.5286711310286228e-18,5.603683948516846,10.242362249158285,-7.528699885739343e-16
118,1,0.9555522136132034,1,0.9555522136132034,4,-1.0,0.05485846847295761,1.3464484214782715,1.2016730731573724,-7.528699885739343e-16
119,3,2.326855016983638,1,-1.0,4,-1.0,3.3850010468239322e-12,1.338674783706665,0.981866241649972,-7.528699885739343e-16
120,3,2.810651757725211,1,-1.0,4,-1.0,0.0,1.3836580514907837,6.107800981215657,-7.528699885739343e-16
121,3,2.39257627860536,2,2.39257627860536,4,-1.0,1.4914271789532607e-39,1.5361253023147583,4.635045374213148,-7.528699885739343e-16
122,3,2.192617786987066,1,-1.0,4,-1.0,1.9904557234650025e-27,1.3998461961746216,3.141790177602945,-7.528699885739343e-16
123,1,1.1728628195361799,3,-1.0,4,-1.0,0.0,2.0180587768554688,0.5817351331194857,-7.528699885739343e-16
124,3,2.979813725567867,2,2.979813725567867,4,-1.0,0.0,1.6135551929473877,5.8838656023413165,-7.528699885739343e-16
125,7,6.7298783471911525,1,-1.0,4,6.7298783471911525,4.3634611110229663e-17,5.311192989349365,9.383683865302052,-7.528699885739343e-16
126,1,1.0596344916732907,3,-1.0,4,-1.0,0.7226616144180298,2.007366895675659,1.9296042810029848,-7.528699885739343e-16
127,1,1.5602947751909881,3,-1.0,4,-1.0,0.582808792591095,2.002660036087036,1.9037479516083415,-7.528699885739343e-16
128,5,5.834138250153333,3,5.834138250153333,4,-1.0,0.0,2.179006576538086,10.447019080595187,-7.528699885739343e-16
129,1,0.8772302294415341,3,-1.0,4,-1.0,0.0,2.057424545288086,0.6247392816672137,-7.528699885739343e-16
130,1,0.9656655627829003,3,-1.0,4,-1.0,1.6802177704722254e-10,2.041825532913208,1.52892840043618,-7.528699885739343e-16
131,1,1.3068742095000734,3,-1.0,4,-1.0,0.0,2.0588676929473877,1.0799900702065557,-7.528699885739343e-16
132,1,1.4178794869319993,3,-1.0,4,-1.0,0.0,2.066801071166992,1.0618198118592135,-7.528699885739343e-16
133,3,2.6979504374701118,3,-1.0,4,-1.0,4.8199869695166296e-26,2.0545475482940674,4.465259184569602,-7.528699885739343e-16
134,1,0.9316904307141773,3,-1.0,4,-1.0,6.572801445776852e-19,2.0501344203948975,1.4065842543921097,-7.528699885739343e-16
135,3,2.012751316814844,3,-1.0,4,-1.0,0.00016619516827631742,2.043867826461792,2.5825802936843583,-7.528699885739343e-16
136,1,1.0609680720293686,3,-1.0,4,-1.0,0.0,2.038616895675659,1.1412467613833939,-7.528699885739343e-16
137,3,3.762530313243232,3,-1.0,4,-1.0,0.0,2.045243978500366,7.343807055822105,-7.528699885739343e-16
138,5,5.399456250547045,3,5.399456250547045,4,-1.0,0.0024935826659202576,2.2581682205200195,1.9249268929823211,-7.528699885739343e-16
139,5,4.288994153350731,3,4.288994153350731,4,-1.0,4.203895392974451e-45,2.114582061767578,7.42998552443092,-7.528699885739343e-16
140,1,0.8063490882825244,3,-1.0,4,-1.0,0.0,2.040081024169922,0.6261515339885785,-7.528699885739343e-16
141,1,1.0557652072481736,3,-1.0,0,1.0,0.0,2.1318507194519043,0.35221944522435383,-7.528699885739343e-16
142,1,1.0373061007134607,3,-1.0,0,1.0,0.0,2.09755539894104,0.8492846218742967,-7.528699885739343e-16
143,7,7.159318465912428,3,-1.0,0,7.0,1.5407773836303902e-34,3.9448442459106445,10.48941670750819,-7.528699885739343e-16
144,1,1.0875084296817705,3,-1.0,0,1.0,0.0,2.0782058238983154,0.5375929412825454,-7.528699885739343e-16
145,1,0.8533790024717286,3,-1.0,0,1.0,0.0,2.0349252223968506,0.7665143668927525,-7.528699885739343e-16
146,5,5.583616896816585,3,5.583616896816585,0,5.0,0.0,2.575448513031006,10.351834856845194,-7.528699885739343e-16
147,3,3.0648672561713153,3,-1.0,0,3.0,0.0,2.426149606704712,1.14222386186351,-7.528699885739343e-16
148,1,1.7615583631589335,2,-1.0,0,1.0,3.791913259958678e-22,1.407861590385437,2.7967529743777044,-7.528699885739343e-16
149,1,1.3659269052091705,1,1.3659269052091705,0,1.0,1.9930431238651402e-38,0.6913515329360962,2.02635017452053,-7.528699885739343e-16
150,5,4.215703062097564,3,4.215703062097564,0,5.0,1.0292961206227366e-19,2.780778169631958,5.222589859199538,-7.528699885739343e-16
151,7,6.700531113211588,2,-1.0,0,7.0,0.00011647313658613712,4.029742240905762,3.322641835382843,-7.528699885739343e-16
152,5,5.232156297933413,1,-1.0,0,5.0,8.11659212063276e-11,3.1476035118103027,4.775181468126642,-7.528699885739343e-16
153,3,2.5313225825368613,3,-1.0,0,3.0,0.01411175075918436,2.4249215126037598,2.839346957375039,-7.528699885739343e-16
154,7,6.340647059365576,3,-1.0,0,7.0,0.19103853404521942,4.149217128753662,4.564468363858661,-7.528699885739343e-16
155,5,4.909032008574894,3,4.909032008574894,0,5.0,3.0247833345479074e-20,2.9741201400756836,2.0176507781803044,-7.528699885739343e-16
156,3,2.188892111560296,3,-1.0,0,3.0,4.9696656295381e-13,2.628319263458252,1.909608044549094,-7.528699885739343e-16
157,5,4.374312393102913,3,4.374312393102913,0,5.0,1.6637522039750408e-22,3.069406270980835,6.14789236157717,-7.528699885739343e-16
158,3,3.876294301186452,3,-1.0,0,3.0,2.073698074928313e-27,2.7111024856567383,6.082228397109434,-7.528699885739343e-16
159,3,3.333227631178234,3,-1.0,0,3.0,0.0,2.785266399383545,1.1903548972921845,-7.528699885739343e-16
160,3,2.3715930437136343,3,-1.0,0,3.0,6.267774077528543e-10,2.8012521266937256,2.113350409640553,-7.528699885739343e-16
161,1,1.9403312682172682,3,-1.0,0,1.0,8.708165103233131e-22,2.1320691108703613,4.200338260507922,-7.528699885739343e-16
162,1,1.3457533866119784,3,-1.0,0,1.0,0.009182748384773731,2.192004919052124,1.900899386142423,-7.528699885739343e-16
163,1,0.8433725863972765,3,-1.0,0,1.0,0.0,2.2516708374023438,0.21345057953329188,-7.528699885739343e-16
164,7,6.389680434016465,2,-1.0,0,7.0,1.3063003316104184e-33,4.891275882720947,12.714425657588702,-7.528699885739343e-16
165,3,2.713146653353347,1,-1.0,0,3.0,0.12109890580177307,2.428194046020508,2.201961957466854,-7.528699885739343e-16
166,7,6.144917709443553,1,-1.0,0,7.0,3.035110580640321e-07,5.113229274749756,7.042364405855061,-7.528699885739343e-16
167,3,2.432349609522193,1,-1.0,0,3.0,0.0,2.443087339401245,0.8281899047268995,-7.528699885739343e-16
168,5,4.439382597085085,1,-1.0,0,5.0,6.852222334229112e-28,3.7621920108795166,8.535513066978456,-7.528699885739343e-16
169,1,1.2051942401813511,1,1.2051942401813511,0,1.0,0.0,0.9413756132125854,0.5313610818941845,-7.528699885739343e-16
170,1,1.9053852343932218,1,1.9053852343932218,0,1.0,0.0,0.9001261591911316,3.9930769028591437,-7.528699885739343e-16
171,7,6.482663065634399,1,-1.0,0,7.0,7.21904619416236e-11,5.2419538497924805,7.962859141261143,-7.528699885739343e-16
172,1,1.1176849829785245,3,-1.0,0,1.0,0.0,2.2877140045166016,0.3163558688984022,-7.528699885739343e-16
173,1,1.43742694127875,1,1.43742694127875,0,1.0,1.378136682267685e-37,0.8820899128913879,2.530671563194431,-7.528699885739343e-16
174,1,1.479926981997958,2,-1.0,0,1.0,4.503346286156299e-17,1.769784927368164,1.2343186881317796,-7.528699885739343e-16
175,5,4.843868811726323,3,4.843868811726323,0,5.0,0.08858735859394073,3.5953822135925293,3.238833377442845,-7.528699885739343e-16
176,1,0.8292746196235634,3,-1.0,0,1.0,0.0,2.3186583518981934,0.7946505637842737,-7.528699885739343e-16
177,3,2.093306478092476,3,-1.0,0,3.0,1.2710250302916393e-05,3.1181530952453613,2.5198944484768204,-7.528699885739343e-16
178,1,0.8311859437453695,3,-1.0,0,1.0,0.0,2.326284885406494,0.7646930046341802,-7.528699885739343e-16
179,3,2.5706725800391594,3,-1.0,0,3.0,0.0,3.1636745929718018,1.6238904154708813,-7.528699885739343e-16
180,5,4.0008981706796,3,4.0008981706796,0,5.0,1.875360135649356e-20,3.779311418533325,7.2202159683992555,-7.528699885739343e-16
181,7,6.472293521057751,1,-1.0,0,7.0,7.707056659178028e-24,5.692590713500977,11.75786704535904,-7.528699885739343e-16
182,1,0.9747353723530914,3,-1.0,0,1.0,0.0,2.3397581577301025,0.3364401657767034,-7.528699885739343e-16
183,1,1.434895674516243,2,-1.0,0,1.0,4.781224642751484e-16,1.779391884803772,3.06781205563336,-7.528699885739343e-16
184,3,3.128084679734588,1,-1.0,0,3.0,5.568317253862497e-18,2.779263734817505,5.013993074438215,-7.528699885739343e-16
185,1,0.993340764630508,3,-1.0,0,1.0,0.0,2.3212051391601562,0.34184031574389523,-7.528699885739343e-16
186,5,5.455470780642927,2,-1.0,0,5.0,1.2304296433285344e-05,4.22776460647583,3.4156693402479967,-7.528699885739343e-16
187,1,1.2625072833090596,1,1.2625072833090596,0,1.0,0.00014057451335247606,1.0490236282348633,0.866537949889583,-7.528699885739343e-16
188,1,1.303521926917163,3,-1.0,0,1.0,3.1557860193739165e-17,2.3112683296203613,1.6096757618033657,-7.528699885739343e-16
189,1,0.8490396305648649,2,-1.0,0,1.0,1.0019098951803712e-21,1.7927303314208984,1.2018093245550083,-7.528699885739343e-16
190,1,1.0789847325960815,1,1.0789847325960815,0,1.0,4.3375516873577334e-26,1.01974618434906,2.218623257308205,-7.528699885739343e-16
191,3,2.783663652826897,3,-1.0,0,3.0,6.813168624966448e-38,3.2638142108917236,1.9731205685850361,-7.528699885739343e-16
192,1,0.896420123242911,2,-1.0,0,1.0,0.0,1.8130947351455688,0.5745816379091304,-7.528699885739343e-16
193,1,1.6989256390794394,1,1.6989256390794394,0,1.0,0.0,0.9778794050216675,3.506692930890912,-7.528699885739343e-16
194,1,1.2553980288859032,3,-1.0,0,1.0,6.919245558456577e-12,2.3017232418060303,1.69437959074295,-7.528699885739343e-16
195,1,1.7706029742440197,2,-1.0,0,1.0,0.0,1.8328012228012085,0.5257603888078155,-7.528699885739343e-16
196,1,0.9633941575934067,1,0.9633941575934067,0,1.0,0.0,1.1340667009353638,0.520548222832947,-7.528699885739343e-16
197,3,2.2903637260484824,3,-1.0,0,3.0,5.72614717726093e-26,3.3053359985351562,2.1476003811464537,-7.528699885739343e-16
198,7,7.858480572931055,2,-1.0,0,7.0,1.362134580476515e-12,5.951252460479736,9.440553805237817,-7.528699885739343e-16
199,7,6.361575317176675,1,-1.0,0,7.0,9.090051302819424e-14,6.141899108886719,10.027354326528434,-7.528699885739343e-16
